지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
오솔길공원,지진대피소,옥외대피소,공원,서울특별시양천구남부순환로70길11-9,서울특별시양천구남부순환로70길11-9,37.5129275,126.8404736,349,423,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
한울근린공원,지진대피소,옥외대피소,공원,서울특별시양천구지양로7길27-5,서울특별시양천구지양로7길27-5,37.5263889,126.8586053,313,379,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
꿈나무어린이공원,지진대피소,옥외대피소,공원,서울특별시양천구신정동311-1,서울특별시양천구신정동311-1,37.527642,126.851251,380,460,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
단지어린이공원,지진대피소,옥외대피소,공원,서울특별시양천구신정동1047-1,서울특별시양천구신정동1047-1,37.5285389,126.862263,3000,3636,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
신트리공원,지진대피소,옥외대피소,공원,서울특별시양천구신정동310-7,서울특별시양천구신정동310-7,37.513755,126.866018,500,606,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
신세계어린이공원,지진대피소,옥외대피소,공원,서울특별시양천구신정동119-3,서울특별시양천구신정동119-3,37.5375617,126.882725,1528,1852,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
넓은들어린이공원,지진대피소,옥외대피소,공원,서울특별시양천구신정3동767,서울특별시양천구신정3동767,37.517763,126.868538,3288,3985,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
넘은들공원,지진대피소,옥외대피소,공원,서울특별시양천구신정3동1286,서울특별시양천구신정3동1286,37.5370581,126.8703211,16159,19586,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
앞산어린이공원,지진대피소,옥외대피소,공원,서울특별시양천구양천구중앙로52길73,서울특별시양천구양천구중앙로52길73,37.523798,126.8661396,592,717,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
음골어린이공원,지진대피소,옥외대피소,공원,서울특별시양천구신정동936-13,서울특별시양천구신정동936-13,37.5117063,126.8729258,824,998,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
홍익어린이공원,지진대피소,옥외대피소,공원,서울특별시양천구신정동896-22,서울특별시양천구신정동896-22,37.4858318,127.4927273,713,864,Y,000-0000-0000,,양천구,,,,미적용,,,,1,,,양천구,02-2620-4391,2018-08-06
호돌이어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구신정동326-2,서울특별시영등포구신정동326-2,37.521213,126.938236,3528,4276,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
월촌중학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구목동서로31,서울특별시영등포구목동서로31,37.532158,126.898621,2357,2856,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
양천공원,지진대피소,옥외대피소,공원,서울특별시영등포구신정동320,서울특별시영등포구신정동320,37.526657,126.90743,29950,36303,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
정목초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구목동중앙로3길30-10,서울특별시영등포구목동중앙로3길30-10,37.531797,126.899371,5222,6329,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
진명여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구목동로170,서울특별시영등포구목동로170,37.502925,126.919159,5038,6106,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
해누리체육공원,지진대피소,옥외대피소,공원,서울특별시영등포구안양천로711,서울특별시영등포구안양천로711,37.492351,126.907425,15159,18374,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
갈산공원,지진대피소,옥외대피소,공원,서울특별시영등포구신정동산73-4외40,서울특별시영등포구신정동산73-4외40,37.526634,126.889704,716,867,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
평화어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구여의도50-2,서울특별시영등포구여의도50-2,37.538041,126.898072,1036,1255,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
당산서중학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구당산로41길12,서울특별시영등포구당산로41길12,37.493307,126.89991,3666,4443,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
당산중학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구버드나루로160,서울특별시영등포구버드나루로160,37.502531,126.90613,3511,4255,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
당서초등학교운동장,지진대피소,옥외대피소,운동장,"서울특별시영등포구당산로187
","서울특별시영등포구당산로187
",37.507274,126.915244,3752,4547,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구국회대로53길20,서울특별시영등포구국회대로53길20,37.492508,126.89958,1792,2172,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대림중학교운동장,지진대피소,옥외대피소,운동장,"서울특별시영등포구시흥대로185길6
","서울특별시영등포구시흥대로185길6
",37.498891,126.900648,2550,3090,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
신대림초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구대림로8길,서울특별시영등포구대림로8길,37.498255,126.913358,2087,2529,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
양평어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구양평동4가301-7일대,서울특별시영등포구양평동4가301-7일대,37.497641,126.895981,2176,2637,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대동초등학교운동장,지진대피소,옥외대피소,운동장,"서울특별시영등포구대림로21길6
","서울특별시영등포구대림로21길6
",37.51628,126.91766,6378,7730,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영림초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구시흥대로173길14,서울특별시영등포구시흥대로173길14,37.501687,126.906432,2228,2700,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
매낙골글린공원,지진대피소,옥외대피소,공원,서울특별시영등포구신길동4934-4,서울특별시영등포구신길동4934-4,37.500185,126.905718,5700,6909,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
다사랑어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구대림703-6,서울특별시영등포구대림703-6,37.4997,126.894635,1433,1736,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
도신초등학교운동장,지진대피소,옥외대피소,운동장,"서울특별시영등포구도림로53길32-9
","서울특별시영등포구도림로53길32-9
",37.504143,126.895186,3044,3689,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
신영초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구도신로4길32,서울특별시영등포구도신로4길32,37.49807,126.899552,3589,4350,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영남중학교운동장,지진대피소,옥외대피소,운동장,"서울특별시영등포구대림로31나길17
","서울특별시영등포구대림로31나길17
",37.498456,126.897274,5082,6160,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
신길유수지,지진대피소,옥외대피소,기타,서울특별시영등포구신길유수지,서울특별시영등포구신길유수지,37.495387,126.897315,5577,6760,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
신길근린공원,지진대피소,옥외대피소,공원,서울특별시영등포구도림로80길6,서울특별시영등포구도림로80길6,37.503292,126.899187,11402,1302-820,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
신길광장,지진대피소,옥외대피소,기타,서울특별시영등포구신길431,서울특별시영등포구신길431,37.520543,126.936225,1858,2252,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대림체육시설,지진대피소,옥외대피소,기타,서울특별시영등포구대림3동780,서울특별시영등포구대림3동780,37.525709,126.895692,6408,7767,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대림3동유수지,지진대피소,옥외대피소,기타,서울특별시영등포구대림3동유수지,서울특별시영등포구대림3동유수지,37.520307,126.884166,2572,3117,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
원지어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구대림690,서울특별시영등포구대림690,37.540029,126.896389,4442,5384,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
동심어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구대림742,서울특별시영등포구대림742,37.510215,126.917923,2387,2893,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
두암어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구대림715,서울특별시영등포구대림715,37.512663,126.898371,1461,1770,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
신우어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구대림657,서울특별시영등포구대림657,37.500897,126.895726,2659,3223,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
자유어린이공원(시범아파트),지진대피소,옥외대피소,공원,서울특별시영등포구여의도50-3,서울특별시영등포구여의도50-3,37.506921,126.897049,552,669,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
당산근린공원,지진대피소,옥외대피소,공원,서울특별시영등포구당산로27길12,서울특별시영등포구당산로27길12,37.511637,126.907093,6241,7564,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
문래중학교운동장,지진대피소,옥외대피소,운동장,"서울특별시영등포구선유서로13길6
","서울특별시영등포구선유서로13길6
",37.519679,126.880724,7377,8941,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
문래초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구문래로104,서울특별시영등포구문래로104,37.508223,126.906972,4938,5985,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
양화중학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구당산로56,서울특별시영등포구당산로56,37.515231,126.893814,4624,5604,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영등포초등학교운동장,지진대피소,옥외대피소,운동장,"서울특별시영등포구경인로756
","서울특별시영등포구경인로756
",37.510108,126.903878,7083,8585,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영문초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구문래로56,서울특별시영등포구문래로56,37.504438,126.896049,4992,6050,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
도림동유수지,지진대피소,옥외대피소,기타,서울특별시영등포구도림동유수지,서울특별시영등포구도림동유수지,37.50334,126.905882,14452,17517,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
고추말어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구도림23-1,서울특별시영등포구도림23-1,37.503337,126.904886,2252,2729,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
안양천영롱이억새1~3구장,지진대피소,옥외대피소,기타,서울특별시영등포구문래동6가52,서울특별시영등포구문래동6가52,37.497448,126.913403,34434,41738,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영신초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구도신로60길23,서울특별시영등포구도신로60길23,37.52315,126.888313,3270,3963,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
문래공원,지진대피소,옥외대피소,공원,서울특별시영등포구문래3가66,서울특별시영등포구문래3가66,37.541597,126.893993,20762,25166,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영일어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구영등포동647-3,서울특별시영등포구영등포동647-3,37.533471,126.892916,4606,5583,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
도림초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구가마산로65길22,서울특별시영등포구가마산로65길22,37.519977,126.896043,2230,2703,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대영고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구도림로86길16,서울특별시영등포구도림로86길16,37.51526,126.91969,2711,3286,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대영중학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구도림로80가길14,서울특별시영등포구도림로80가길14,37.519641,126.923098,2989,3623,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대영초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구신길로23길43,서울특별시영등포구신길로23길43,37.510871,126.902211,2366,2867,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
양남어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구양평1가205,서울특별시영등포구양평1가205,37.518781,126.901535,900,1090,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
양평동체련장,지진대피소,옥외대피소,기타,서울특별시영등포구양평동5가128-1,서울특별시영등포구양평동5가128-1,37.521523,126.882843,5276,6395,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대길초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구대방천로206,서울특별시영등포구대방천로206,37.487591,126.902438,4968,6021,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영신고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구대방천로14길18,서울특별시영등포구대방천로14길18,37.532825,126.892678,4100,4969,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대방초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구여의대방로35길14,서울특별시영등포구여의대방로35길14,37.491372,126.90328,2366,2867,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
관악고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구영등포로6길26,서울특별시영등포구영등포로6길26,37.515944,126.913877,7000,8484,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
당중초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구선유로131,서울특별시영등포구선유로131,37.519863,126.887668,3375,4090,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
당산초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구선유로55길32,서울특별시영등포구선유로55길32,37.532168,126.907191,4590,5563,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
선유고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구선유로227,서울특별시영등포구선유로227,37.524047,126.935725,1561,1892,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
선유중학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구선유로213,서울특별시영등포구선유로213,37.522953,126.93647,2648,3209,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
선유초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구선유로43가길14,서울특별시영등포구선유로43가길14,37.516116,126.910578,2630,3187,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
대림어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구대림869-2,서울특별시영등포구대림869-2,37.520158,126.911007,9008,10918,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
한강미디어고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구선유로55길22,서울특별시영등포구선유로55길22,37.525743,126.905763,2020,2448,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
여의도고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구국제금융로7길37,서울특별시영등포구국제금융로7길37,37.517512,126.930138,8796,10661,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
여의도여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구국제금융로7가길13,서울특별시영등포구국제금융로7가길13,37.523796,126.903843,4079,4944,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
여의도중학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구국제금융로7길46,서울특별시영등포구국제금융로7길46,37.518975,126.923845,8057,9766,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
여의도초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구여의대방로439,서울특별시영등포구여의대방로439,37.491952,126.905681,4824,5847,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영등포근린공원,지진대피소,옥외대피소,공원,서울특별시영등포구신길로275,서울특별시영등포구신길로275,37.521389,126.903717,49692,60232,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
중마루근린공원,지진대피소,옥외대피소,공원,서울특별시영등포구영등포동2가222,서울특별시영등포구영등포동2가222,37.533089,126.894306,5367,6505,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
서강어린이공원,지진대피소,옥외대피소,공원,서울특별시영등포구영등포8가28,서울특별시영등포구영등포8가28,37.510897,126.9022,1730,2096,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
자매공원,지진대피소,옥외대피소,공원,서울특별시영등포구여의도56,서울특별시영등포구여의도56,37.518744,126.893237,15597,18905,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
영중초등학교운동장,지진대피소,옥외대피소,운동장,"서울특별시영등포구양산로185
","서울특별시영등포구양산로185
",37.513392,126.915152,2416,2928,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
윤중중학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구여의동로3길3,서울특별시영등포구여의동로3길3,37.509416,126.911837,5783,7009,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
윤중초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시영등포구여의나루로2길14,서울특별시영등포구여의나루로2길14,37.520765,126.880766,6586,7983,Y,000-0000-0000,,영등포구,,,,미적용,,,,1,,,영등포구,02-2670-3065,2018-08-06
중앙어린이공원,지진대피소,옥외대피소,공원,서울특별시용산구영등포6가52-1,서울특별시용산구영등포6가52-1,37.540658,126.961325,2240,2715,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
영등포여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구영등포로62길13,서울특별시용산구영등포로62길13,37.525733,126.969638,3382,4099,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
영원중학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구영등포로62길31,서울특별시용산구영등포로62길31,37.520819,126.97167,3559,4313,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
영원초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구도영로22길31,서울특별시용산구도영로22길31,37.536059,126.964967,2689,3259,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
장훈고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구영등포로64길26,서울특별시용산구영등포로64길26,37.534796,126.956613,6841,8292,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
우신초등학교운동장,지진대피소,옥외대피소,운동장,"서울특별시용산구신길로190
","서울특별시용산구신길로190
",37.527925,126.998079,4651,5637,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
안양천영롱이인라인마당,지진대피소,옥외대피소,기타,서울특별시용산구문래동5가31,서울특별시용산구문래동5가31,37.534432,127.012470,35178,42640,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
금양초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구효창원로137,서울특별시용산구효창원로137,37.542725,126.968502,2622,3178,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
기와터공원,지진대피소,옥외대피소,공원,서울특별시용산구한강로3가63-388,서울특별시용산구한강로3가63-388,37.551169,126.973638,2225,2696,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
꿈나무공원,지진대피소,옥외대피소,공원,서울특별시용산구이촌로219,서울특별시용산구이촌로219,37.540774,126.996963,1413,1712,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
남정초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구원효로64길17-10,서울특별시용산구원효로64길17-10,37.533409,126.952013,1000,1212,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
늘푸른어린이공원,지진대피소,옥외대피소,공원,서울특별시용산구원효로41가길14-19,서울특별시용산구원효로41가길14-19,37.545042,126.959731,1353,1640,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
달맞이공원,지진대피소,옥외대피소,공원,서울특별시용산구보광동231-17,서울특별시용산구보광동231-17,37.532510,126.996295,952,1153,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
독서당어린이공원,지진대피소,옥외대피소,공원,서울특별시용산구한남동1-32,서울특별시용산구한남동1-32,37.542675,126.984485,702,850,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
돌모루어린이공원,지진대피소,옥외대피소,공원,서울특별시용산구청파동3가118-102,서울특별시용산구청파동3가118-102,37.535491,126.952996,1900,2303,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
두텁바위공원,지진대피소,옥외대피소,공원,서울특별시용산구동자동50,서울특별시용산구동자동50,37.547379,126.976834,689,835,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
라틴아메리카공원,지진대피소,옥외대피소,공원,서울특별시용산구이태원동258-467,서울특별시용산구이태원동258-467,37.552439,126.974352,635,769,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
문화원정자마당,지진대피소,옥외대피소,공원,서울특별시용산구원효로4가87-2(용산문화원옆),서울특별시용산구원효로4가87-2(용산문화원옆),37.548276,126.976339,987,1196,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
백범김구기념관,지진대피소,옥외대피소,기타,서울특별시용산구임정로26,서울특별시용산구임정로26,37.521487,126.992122,1492,1808,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
보광초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구우사단로20,서울특별시용산구우사단로20,37.542717,126.966341,3197,3875,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
보성여자중고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구신흥로3가길66,서울특별시용산구신흥로3가길66,37.542734,126.966341,1920,2327,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
산천동마을마당,지진대피소,옥외대피소,공원,서울특별시용산구산천동200,서울특별시용산구산천동200,37.534128,126.95424,641,776,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
삼광초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구두텁바위로1나길19,서울특별시용산구두텁바위로1나길19,37.543548,126.989216,5610,6800,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
새꿈어린이공원,지진대피소,옥외대피소,공원,서울특별시용산구동자동8-1,서울특별시용산구동자동8-1,37.546276,126.983808,1594,1932,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
새나라어린이공원,지진대피소,옥외대피소,공원,서울특별시용산구후암로13가길25,서울특별시용산구후암로13가길25,37.536867,126.973609,1735,2103,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
서빙고초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구서빙고로51길14,서울특별시용산구서빙고로51길14,37.521202,126.975881,5653,6852,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
선린인터넷고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시용산구원효로97길33-4,서울특별시용산구원효로97길33-4,37.543593,126.988838,5670,6872,Y,000-0000-0000,,용산구,,,,미적용,,,,1,,,용산구,02-2199-7954,2018-08-06
